基金代码	基金名称	开始日期	类型
150263	1000A	2015-06-04	股票基金
150265	一带A	2015-05-14	股票基金
150267	银行A类	2015-06-09	股票基金
150269	白酒A	2015-05-27	股票基金
150271	生物药A	2015-05-27	股票基金
150273	带路A	2015-05-18	股票基金
150275	一带一A	2015-05-14	股票基金
150277	高铁A	2015-05-27	股票基金
150279	新能A	2015-05-29	股票基金
150281	金融地A	2015-06-16	股票基金
150283	SW医药A	2015-06-19	股票基金
150285	白酒A级	2015-09-30	股票基金
150287	钢铁A	2015-06-19	股票基金
150289	煤炭A级	2015-06-25	股票基金
150291	银行A份	2015-06-05	股票基金
150293	高铁A级	2015-06-10	股票基金
150295	改革A	2015-06-03	股票基金
150297	互联A级	2015-07-01	股票基金
150299	银行股A	2015-06-09	股票基金
150301	证券股A	2015-06-09	股票基金
150303	创业股A	2015-07-06	股票基金
150305	养老A	2015-06-26	股票基金
150307	体育A	2015-06-25	股票基金
150309	信息安A	2015-06-26	股票基金
150311	智能A	2015-06-26	股票基金
150313	基建A	2015-08-06	股票基金
150315	工业4A	2015-06-15	股票基金
150317	E金融A	2015-06-26	股票基金
150319	环境A	2015-08-13	股票基金
150321	煤炭A基	2015-06-19	股票基金
150323	环保A端	2015-07-09	股票基金
150325	高铁A端	2015-07-23	股票基金
150327	新能A级	2015-07-09	股票基金
150329	保险A	2015-07-31	股票基金
150331	网金融A	2015-07-31	股票基金
150333	金属A	2015-08-06	股票基金
150335	军工股A	2015-07-01	股票基金
150343	证券A基	2015-07-17	股票基金
150349	农业A	2015-08-25	股票基金
150351	国安A	2015-08-06	股票基金
150353	一带路A	2015-08-13	股票基金
150357	新汽车A	2015-08-27	股票基金
163008	长信利鑫A	2017-01-09	债券基金
163007	长信利众A	2016-06-24	债券基金
202103	南方多利A	2009-09-23	债券基金
502001	500等权A	2015-04-15	股票基金
502004	军工A	2015-07-08	股票基金
502007	国企改A	2015-06-15	股票基金
502011	证券A	2015-07-08	股票基金
502014	一带一A	2015-05-29	股票基金
502017	带路A	2015-08-17	股票基金
502021	国金50A	2015-05-27	股票基金
502024	钢铁A	2015-08-13	股票基金
502027	新丝路A	2015-08-13	股票基金
502031	高铁A	2015-07-31	股票基金
502037	网金A	2015-06-29	股票基金
502041	上50A	2015-08-13	股票基金
502049	上证50A	2015-04-15	股票基金
502054	券商A	2015-08-13	股票基金
502057	医疗A	2015-07-23	股票基金
519024	海富债券A	2009-03-18	债券基金
519057	海富通双福A	2014-05-06	债券基金
519061	海富通纯债A	2014-04-02	债券基金
519222	海富通欣益混合A	2016-09-07	混合式基金
519224	海富通欣荣混合A	2016-09-22	混合式基金
519229	海富通欣享混合A	2017-03-10	混合式基金
519667	银信添利A	2008-05-23	债券基金
519746	交银丰享A	2017-01-20	债券基金
531008	建信增利A	2014-09-29	债券基金
968000	摩根总收益债人民币累计	2016-01-07	债券基金
968010	摩根太平洋人民币累计	2016-03-04	股票基金
968014	亚太新动力股息基金M人民币(对冲)-累算	2017-12-18	股票基金
001980	中欧量化驱动混合	2018-05-16	混合式基金
005095	国泰量化成长优选混合	2018-05-09	混合式基金
005115	国泰量化价值精选混合	2018-05-14	混合式基金
005137	长信量化价值精选混合	2018-04-19	混合式基金
005225	广发量化多因子混合	2018-03-21	混合式基金
005264	国都多策略	2018-05-25	混合式基金
005331	益民优势安享混合	2018-04-23	混合式基金
005434	鹏华睿投混合	2018-05-30	混合式基金
005435	国投瑞银顺银债券	2018-02-23	债券基金
005444	光大多策略精选	2018-03-27	混合式基金
005472	富国价值驱动灵活配置混合	2018-03-26	混合式基金
005498	银华积极成长混合	2018-03-29	混合式基金
005501	华安安逸半年定开债	2018-03-15	债券基金
005520	国投瑞银创新医疗混合	2018-03-28	混合式基金
005531	华安安悦债券	2018-03-06	债券基金
005543	银华心诚灵活配置混合	2018-03-12	混合式基金
005569	中融智选红利股票	2018-03-30	股票基金
005573	东吴悦秀纯债	2018-04-23	债券基金
005586	银河量化多策略混合	2018-03-28	混合式基金
005587	安信比较优势混合	2018-03-21	混合式基金
005593	上投创新商业模式	2018-04-02	混合式基金
005596	建信战略精选灵活配置	2018-04-04	混合式基金
005609	富国军工主题混合	2018-03-29	混合式基金
005618	融通红利机会主题灵活配置混合	2018-03-27	混合式基金
005632	鹏华量化先锋	2018-02-23	混合式基金
005638	农银量化智慧动力混合	2018-03-26	混合式基金
005639	平安300ETF联接	2018-04-04	联接基金
005644	广发沪港深龙头混合	2018-03-21	混合式基金
005646	中海沪港深多策略	2018-03-21	混合式基金
005648	招商添琪3个月定开债发起式	2018-03-01	债券基金
005652	国富天颐混合	2018-03-27	混合式基金
005662	嘉实金融精选股票	2018-03-14	股票基金
005669	前海开源公用事业股票	2018-03-23	股票基金
164302	新华惠鑫分级债券	2013-01-24	债券基金
005677	安信永盛定开债券	2018-03-30	债券基金
005678	安信尊享添益债券	2018-03-14	债券基金
005682	财通资管消费精选混合	2018-04-02	混合式基金
005703	永赢增益债券	2018-03-06	债券基金
167705	德邦量化新锐股票(LOF)	2018-04-04	股票基金
501055	财通福佑	2018-04-08	混合式基金
501307	银河中证沪港深高股息指数(LOF)	2018-04-10	股票基金
001660	富安达行业轮动混合	2018-04-04	混合式基金
005274	中银景福回报混合	2018-04-17	混合式基金
005275	中欧创新成长灵活配置混合	2018-03-26	混合式基金
005361	中融聚商定期开放债券	2018-03-08	债券基金
005373	中加紫金混合	2018-04-04	混合式基金
005469	南方浙利	2018-03-09	债券基金
005470	南方乾利	2018-03-09	债券基金
005588	长安裕腾混合	2018-06-06	混合式基金
005635	博时量化多策略股票	2018-04-03	股票基金
005647	广发汇佳定期开放债券	2018-03-12	债券基金
005694	华富恒玖3个月定期开放债券	2018-03-23	债券基金
005710	兴业嘉润3个月定开债券发起式	2018-03-08	债券基金
005720	前海开源乾盛定期开放债券	2018-03-15	债券基金
005730	国泰江源优势精选灵活配置混合	2018-03-19	混合式基金
510590	平安500	2018-03-23	股票基金
005712	兴全祥泰定期开放债券	2018-03-16	债券基金
005722	前海联合泓瑞定开债券	2018-03-07	债券基金
675161	西部利得汇盈债券	2018-03-26	债券基金
005455	建信睿丰纯债定期开放债券	2018-03-14	债券基金
005625	南华瑞鑫定期开放债券	2018-03-15	债券基金
005698	华夏全球科技先锋混合(QDII)	2018-04-17	混合式基金
005705	永赢恒益债券	2018-05-14	债券基金
005715	人保纯债一年定开	2018-03-23	债券基金
005731	财通资管睿智6个月定期开放债券	2018-03-15	债券基金
005746	国泰聚利价值定期开放灵活配置混合	2018-03-27	混合式基金
169106	东证创优	2018-03-22	混合式基金
004801	浦银安盛安久回报定开混合	2018-04-19	混合式基金
005610	中银泰享定期开放债券	2018-03-21	债券基金
005606	招商招鸿6个月定开债发起式	2018-03-15	债券基金
005749	银河庭芳3个月定开债券	2018-03-14	债券基金
005607	华宝中证500增强	2018-04-19	股票基金
005613	上投摩根富时发达市场REITs指数(QDII)	2018-04-26	股票基金
005753	泰达宏利金利债券	2018-03-19	债券基金
005761	招商MSCI中国A股国际通指数	2018-04-13	股票基金
005674	诺德消费升级	2018-05-18	混合式基金
005766	平安合瑞定开债	2018-03-26	债券基金
005309	中银证券汇嘉定期开放债券	2018-03-26	债券基金
005757	长江汇聚量化多因子	2018-04-26	混合式基金
005713	中融季季红定期开放债券	2018-03-23	债券基金
005702	恒生前海港股通高股息低波动	2018-04-26	股票基金
005779	鑫元常利定期开放债券	2018-03-22	债券基金
005278	中欧优势行业灵活配置混合	2018-06-13	混合式基金
005699	工银新经济混合(QDII)	2018-05-10	混合式基金
005778	广发汇元纯债定期开放债券	2018-03-30	债券基金
005544	银华瑞和灵活配置混合	2018-04-26	混合式基金
005782	创金合信汇益纯债一年定开债券	2018-06-26	债券基金
005784	创金合信汇誉纯债六个月定开债券	2018-06-26	债券基金
005706	兴业龙腾双益平衡混合	2018-04-19	混合式基金
005739	富国转型机遇混合	2018-04-25	混合式基金
005628	汇安趋势动力股票	2018-04-25	股票基金
005724	交银致远智投混合	2018-05-18	混合式基金
005695	华安睿明两年定开混合	2018-04-23	混合式基金
005742	南方成安优选混合	2018-04-19	混合式基金
004833	先锋聚利	2018-05-09	混合式基金
005740	易方达恒信定开债	2018-03-27	债券基金
005781	华富富瑞3个月定期开放债券	2018-03-29	债券基金
005802	汇添富智能制造股票	2018-04-23	股票基金
512520	MSCIETF	2018-04-26	股票基金
005812	鹏华产业精选	2018-05-09	混合式基金
005395	泓德臻远回报混合	2018-05-04	混合式基金
005683	国寿安保华兴灵活配置混合	2018-04-28	混合式基金
005476	南方涪利	2018-04-12	债券基金
005650	万家量化同顺多策略混合	2018-05-04	混合式基金
511290	国债十年	2018-03-26	债券基金
005796	嘉实新添荣定开混合	2018-04-26	混合式基金
005758	中融量化精选FOF	2018-05-04	混合式基金
005810	南方瑞祥一年定开混合	2018-05-10	混合式基金
005723	中融聚安定期开放债券	2018-04-10	债券基金
005745	广发汇康定期开放债券	2018-04-16	债券基金
005754	平安短债	2018-05-16	债券基金
005803	广发中证京津冀ETF联接	2018-04-19	联接基金
005820	博时富兴纯债3个月定开债发起式	2018-04-12	债券基金
005535	泰信竞争优选混合	2018-05-14	混合式基金
005598	广发中小盘精选混合	2018-05-04	混合式基金
512780	京津冀基	2018-04-19	股票基金
513900	港股100	2018-04-27	股票基金
005369	富国臻利纯债定期开放债券型发起式	2018-04-12	债券基金
005708	国联安远见混合	2018-05-15	混合式基金
005828	长江乐越定开债	2018-04-12	债券基金
512280	景顺MSCI	2018-04-27	股票基金
005407	华夏鼎泰六个月定期开放债券	2018-04-13	债券基金
005485	海富通恒丰定开债	2018-04-13	债券基金
005515	银华中小市值量化优选股票发起式	2018-05-11	股票基金
005529	银华华茂定期开放债券	2018-05-25	债券基金
005561	创金合信中证红利低波动指数	2018-04-26	股票基金
005589	长信企业精选两年定开混合	2018-07-19	混合式基金
005822	国富恒裕6个月定期开放债券	2018-04-10	债券基金
005831	鹏华尊悦发起式定开债券	2018-05-09	债券基金
512160	MSCI基金	2018-04-03	股票基金
005410	添富鑫盛定开债	2018-04-16	债券基金
005741	南方君信混合	2018-05-30	混合式基金
005819	国泰优势行业混合	2018-05-17	混合式基金
005289	融通通昊定期开放债券	2018-04-17	债券基金
005523	泰康颐年混合	2018-05-30	混合式基金
968018	东亚亚洲债-A人民币(对冲)(分派)	2018-03-26	债券基金
005829	建信MSCI联接	2018-05-16	联接基金
005849	鑫元合利定开债	2018-04-19	债券基金
501057	汇添富中证新能源汽车产业指数(LOF)	2018-05-23	股票基金
005519	银华混改红利灵活配置混合发起式	2018-05-22	混合式基金
005832	景顺MSCI联接	2018-05-16	股票基金
005489	中金衡优	2018-06-08	混合式基金
005817	金元顺安沣顺定开债发起式	2018-04-20	债券基金
005809	前海开源裕源	2018-05-16	混合式基金
005818	金元顺安沣泰定开债发起式	2018-05-09	债券基金
673141	西部利得景程灵活配置	2018-06-20	混合式基金
005534	华夏新时代混合(QDII)	2018-05-30	混合式基金
005623	广发中债1-3年农发债指数	2018-04-24	债券基金
005679	财通资管鑫盛6个月定开混合	2018-05-22	混合式基金
005793	华富可转债债券	2018-05-21	债券基金
005825	申万菱信智能驱动股票	2018-06-13	股票基金
005857	添富鑫成定开债	2018-04-26	债券基金
005711	永赢惠添利灵活配置混合	2018-05-31	混合式基金
512090	MSCI易基	2018-05-17	股票基金
005750	平安双债添益债券	2018-06-04	债券基金
164811	工银深证100指数分级	2012-10-25	股票基金
005841	富国尊利纯债定期开放债券型发起式	2018-04-26	债券基金
005707	富国港股通量化精选股票型	2018-05-30	股票基金
005813	华安CES港股通精选100ETF联接	2018-05-30	联接基金
512180	建信MSCI	2018-04-19	股票基金
005686	财通资管瑞享12个月定开混合	2018-05-29	混合式基金
005921	农银金鑫3个月定开债	2018-05-03	债券基金
005448	诺安联创顺鑫债券	2018-05-17	债券基金
005821	万家新机遇龙头企业	2018-05-25	混合式基金
005338	兴业3个月定开债券	2018-06-06	债券基金
005339	兴业中证国有企业改革指数增强	2018-07-26	股票基金
005345	长安泓润纯债债券	2018-06-06	债券基金
005419	中欧聚瑞债券	2018-08-02	债券基金
005844	东方人工智能主题混合	2018-06-07	混合式基金
005577	交易丰晟收益债券	2018-05-23	债券基金
005883	华宝香港精选混合	2018-06-20	混合式基金
161039	富国1000	2018-05-31	股票基金
512360	MSCI国际	2018-06-15	股票基金
005815	农银睿选混合	2018-05-25	混合式基金
005689	中银医疗保健混合	2018-06-13	混合式基金
005807	安信复兴100指数	2018-06-21	股票基金
005927	创金合信新能源汽车股票	2018-05-08	股票基金
005484	中欧睿选定期开放灵活配置混合	2018-08-10	混合式基金
005788	MSCI中国A股国际通ETF联接	2018-06-08	联接基金
164824	工银印度基金(QDII)	2018-06-15	联接基金
005806	华泰柏瑞国企整合	2018-06-25	混合式基金
005964	中欧安财债券	2018-05-15	债券基金
005584	银河量化成长混合	2018-06-07	混合式基金
005904	华泰保兴成长优选	2018-06-07	混合式基金
005967	鹏华创新驱动混合	2018-06-06	混合式基金
005875	易方达中盘成长混合	2018-07-04	混合式基金
005900	国投瑞银行业先锋混合	2018-06-20	混合式基金
511280	中期信用	2018-05-03	债券基金
005364	华夏鼎顺三个月定期开放债券	2018-08-06	债券基金
005654	天弘悦享定开债券	2018-05-14	债券基金
005701	上投香港精选港股通	2018-06-08	混合式基金
005738	长城智能产业混合	2018-06-08	混合式基金
